class,sigmoid_output,softmax_output
0,[0.99503124 0.00389202],[9.9998045e-01 1.9510790e-05]
0,[0.94212604 0.07483009],[0.99505603 0.00494398]
0,[0.9938333  0.00348038],[9.9997830e-01 2.1670454e-05]
0,[0.93902713 0.05022097],[0.9965784  0.00342163]
0,[0.9886153  0.00697332],[9.9991918e-01 8.0860926e-05]
0,[0.9914716 0.0124623],[9.9989140e-01 1.0853945e-04]
0,[0.9732474  0.03230058],[9.990833e-01 9.166734e-04]
0,[0.97513676 0.01704694],[9.9955803e-01 4.4199108e-04]
0,[0.9737124  0.02483792],[9.993129e-01 6.871658e-04]
0,[0.99594194 0.00893515],[9.999633e-01 3.673386e-05]
0,[0.98354846 0.01995268],[9.9965954e-01 3.4042314e-04]
0,[0.9924211  0.00927044],[9.999286e-01 7.145335e-05]
0,[0.9914984  0.00562367],[9.999515e-01 4.849039e-05]
0,[0.9975877  0.00481887],[9.9998832e-01 1.1708804e-05]
0,[0.9900607 0.0122954],[9.9987507e-01 1.2495588e-04]
0,[0.85564756 0.2687819 ],[0.94160813 0.05839187]
0,[0.9963625  0.00431755],[9.9998415e-01 1.5830723e-05]
0,[0.97973996 0.02763404],[9.9941266e-01 5.8733945e-04]
0,[0.9437326  0.06859508],[0.99562824 0.00437179]
0,[0.9817769  0.01289987],[9.9975747e-01 2.4251014e-04]
0,[0.9683242  0.04108782],[0.9986003  0.00139969]
0,[0.8383303  0.28996146],[0.9269956  0.07300447]
0,[0.985446   0.00817811],[9.9987817e-01 1.2176333e-04]
0,[0.6934692 0.3273595],[0.8229613 0.1770387]
0,[0.99494344 0.00641119],[9.9996722e-01 3.2792243e-05]
0,[0.9130415  0.08000148],[0.99178606 0.00821392]
0,[0.8414846  0.27863804],[0.93217206 0.06782789]
0,[0.98079497 0.04851396],[9.9900264e-01 9.9739607e-04]
0,[0.97464246 0.03519101],[9.9905187e-01 9.4807148e-04]
0,[0.98757076 0.02037094],[9.9973840e-01 2.6164544e-04]
0,[0.9795588  0.03425151],[9.992605e-01 7.395536e-04]
0,[0.9469991  0.05448451],[0.9967853  0.00321469]
0,[0.9799763  0.02223539],[9.9953556e-01 4.6444897e-04]
0,[0.89830595 0.12342917],[0.98430955 0.0156904 ]
0,[0.9387585  0.06630708],[0.9953885  0.00461148]
0,[0.9740858  0.03449106],[9.9905056e-01 9.4946218e-04]
0,[0.97930294 0.02969179],[9.993537e-01 6.463061e-04]
0,[0.6745823 0.2446508],[0.8648689 0.1351311]
0,[0.9893869  0.01071199],[9.9988389e-01 1.1613797e-04]
0,[0.99217457 0.00442015],[9.9996495e-01 3.5015539e-05]
0,[0.8565856  0.18764533],[0.9627664 0.0372336]
0,[0.06030551 0.9345236 ],[0.00447627 0.9955237 ]
0,[0.9854315  0.02237962],[9.9966168e-01 3.3831596e-04]
0,[0.97535    0.02469163],[9.993606e-01 6.394196e-04]
0,[0.97144836 0.03129307],[9.9905151e-01 9.4853726e-04]
0,[0.93374205 0.05671021],[0.9957521  0.00424794]
0,[0.9859802  0.01605489],[9.9976808e-01 2.3195738e-04]
0,[0.7330981  0.27604753],[0.8780991  0.12190093]
0,[0.98918134 0.00740594],[9.9991834e-01 8.1596387e-05]
0,[0.99189997 0.01525949],[9.9987340e-01 1.2652729e-04]
0,[0.8775086  0.07368245],[0.98901844 0.01098153]
0,[0.9462439  0.04135419],[0.9975553  0.00244469]
0,[0.978276   0.00845955],[9.9981064e-01 1.8942315e-04]
0,[0.9403156  0.02265689],[0.99853075 0.00146927]
0,[0.9707055  0.02428502],[9.9924940e-01 7.5056386e-04]
0,[0.9755215  0.02477079],[9.9936301e-01 6.3694955e-04]
0,[0.8586673  0.11445464],[0.97916955 0.02083042]
0,[0.9653786  0.03286052],[0.99878293 0.00121704]
0,[0.90336657 0.07417752],[0.9915023 0.0084977]
0,[0.9872552 0.0204521],[9.9973053e-01 2.6946297e-04]
0,[0.97966695 0.03217236],[9.993105e-01 6.894590e-04]
0,[0.9525851  0.03671702],[0.99810636 0.00189366]
0,[0.97614175 0.01817988],[9.9954766e-01 4.5236439e-04]
0,[0.99604046 0.00401223],[9.99984e-01 1.60138e-05]
0,[0.99391454 0.00511948],[9.9996853e-01 3.1505097e-05]
0,[0.95439583 0.05056974],[0.9974613  0.00253863]
0,[0.9242922 0.0767717],[0.99323493 0.00676512]
0,[0.9210081  0.08528934],[0.9920664  0.00793361]
0,[0.9789585  0.03129157],[9.9930620e-01 6.9381966e-04]
0,[0.9970055  0.00498434],[9.9998498e-01 1.5045023e-05]
0,[0.99260026 0.00546137],[9.999591e-01 4.093559e-05]
0,[0.821643   0.19310337],[0.9506163  0.04938375]
0,[0.9970283  0.00270027],[9.999919e-01 8.070251e-06]
0,[0.60818845 0.33569443],[0.7544049  0.24559517]
0,[0.93650085 0.05116215],[0.99635714 0.00364277]
0,[0.9898684  0.01012568],[9.9989533e-01 1.0468863e-04]
0,[0.98753405 0.0070028 ],[9.9991095e-01 8.9014262e-05]
0,[0.9446489  0.07109258],[0.9955356  0.00446441]
0,[0.9937524 0.0047063],[9.999703e-01 2.972704e-05]
0,[0.9606501 0.032482 ],[0.9986267 0.0013733]
0,[0.9822709  0.01470829],[9.9973065e-01 2.6936128e-04]
0,[0.9978264  0.00220599],[9.9999523e-01 4.8160477e-06]
0,[0.97128814 0.03630044],[0.9988877  0.00111224]
0,[0.9830078  0.02174996],[9.9961579e-01 3.8417874e-04]
0,[0.9922125  0.00724688],[9.9994266e-01 5.7289988e-05]
0,[0.9808008  0.02549537],[9.994881e-01 5.118655e-04]
0,[0.9910048  0.00659137],[9.9993980e-01 6.0222323e-05]
0,[0.8041705  0.18048172],[0.9491001  0.05089986]
0,[0.9589258 0.0333588],[0.998524 0.001476]
0,[0.98677737 0.01562063],[9.997874e-01 2.125910e-04]
0,[0.9755467  0.03874505],[0.9989907  0.00100932]
0,[0.98035276 0.01678257],[9.9965799e-01 3.4196398e-04]
0,[0.99157894 0.00691422],[9.9994087e-01 5.9124755e-05]
0,[0.962469   0.03705459],[0.9985018  0.00149828]
0,[0.94705087 0.05890057],[0.99651307 0.003487  ]
0,[0.9594925  0.03104291],[0.9986493  0.00135072]
0,[0.9258603  0.05451048],[0.9954046  0.00459545]
0,[0.9957736  0.00469196],[9.9997997e-01 2.0007647e-05]
0,[0.97553456 0.01412916],[9.9964070e-01 3.5929534e-04]
0,[0.84092754 0.23966153],[0.9437302  0.05626982]
0,[0.9784258  0.01941047],[9.9956375e-01 4.3628053e-04]
0,[0.99404496 0.00941764],[9.999430e-01 5.695232e-05]
0,[0.70924217 0.27088872],[0.86782056 0.13217944]
0,[0.988971   0.00960685],[9.99891877e-01 1.08163986e-04]
0,[0.9642792  0.03777506],[0.99854785 0.00145216]
0,[0.946943   0.09116172],[0.9944113 0.0055887]
0,[0.8104629  0.21600336],[0.93946743 0.06053259]
0,[0.94659066 0.05236667],[0.9968918  0.00310826]
0,[0.98168993 0.04258556],[9.9917114e-01 8.2893099e-04]
0,[0.9096866  0.09115311],[0.99014086 0.00985911]
0,[0.8867362  0.15671083],[0.9768138  0.02318627]
0,[0.9930363  0.00756196],[9.9994659e-01 5.3429285e-05]
0,[0.9547383  0.04123198],[0.99796546 0.00203461]
0,[0.99180543 0.01195988],[9.9989998e-01 1.0000133e-04]
0,[0.98734516 0.00793262],[9.998975e-01 1.024752e-04]
0,[0.9337433  0.07846507],[0.99399453 0.00600552]
0,[0.16346484 0.8163314 ],[0.04211363 0.95788634]
0,[0.9815516  0.00934578],[9.9982280e-01 1.7728069e-04]
0,[0.97139615 0.03332964],[0.9989857  0.00101424]
0,[0.9565029 0.0276529],[0.99870837 0.00129161]
0,[0.73327327 0.32666716],[0.84999883 0.15000115]
0,[0.9969984  0.00540452],[9.9998367e-01 1.6359396e-05]
0,[0.9844327  0.01619076],[9.9973983e-01 2.6017826e-04]
0,[0.9906346  0.00688026],[9.9993455e-01 6.5491557e-05]
0,[0.98573667 0.01445105],[9.9978787e-01 2.1212468e-04]
0,[0.854081   0.21000168],[0.9565569  0.04344305]
0,[0.9835766  0.01821415],[9.9969029e-01 3.0968056e-04]
0,[0.96327055 0.03567118],[0.9985915  0.00140846]
0,[0.9366709  0.05062857],[0.99640733 0.00359264]
0,[0.9851295  0.01164169],[9.9982220e-01 1.7776918e-04]
0,[0.8960263  0.05494377],[0.9932989  0.00670106]
0,[0.95890737 0.02360821],[0.9989649  0.00103509]
0,[0.97975206 0.01992517],[9.9958009e-01 4.1997567e-04]
0,[0.7894578  0.15640585],[0.95288384 0.04711615]
0,[0.9776986  0.02135283],[9.9950254e-01 4.9743918e-04]
0,[0.99793005 0.00541458],[9.9998868e-01 1.1292038e-05]
0,[0.94437414 0.03000421],[0.99818134 0.00181867]
0,[0.98003596 0.01462765],[9.9969769e-01 3.0230836e-04]
0,[0.9775884  0.03055095],[9.9927813e-01 7.2194036e-04]
0,[0.97857964 0.01689848],[9.9962389e-01 3.7611133e-04]
0,[0.97690433 0.02564027],[9.993782e-01 6.217432e-04]
0,[0.8557295 0.1648468],[0.9677939  0.03220609]
0,[0.9596975  0.03406072],[0.9985214  0.00147863]
0,[0.7236378  0.22595349],[0.8996988  0.10030126]
0,[0.9118501  0.09059237],[0.99046177 0.00953826]
0,[0.97790956 0.02576572],[9.994029e-01 5.970692e-04]
0,[0.9609796  0.05594933],[0.9975993  0.00240068]
0,[0.88590854 0.14513166],[0.97860396 0.02139607]
0,[0.98802316 0.00895945],[9.9989045e-01 1.0957669e-04]
0,[0.9170157  0.08993317],[0.99113667 0.00886338]
0,[0.9860324 0.0148244],[9.9978691e-01 2.1310728e-04]
0,[0.97571474 0.0172094 ],[9.9956435e-01 4.3564738e-04]
0,[0.97934234 0.01754484],[9.9962342e-01 3.7654687e-04]
0,[0.8780809  0.03920804],[0.9943658  0.00563416]
0,[0.98762846 0.00973133],[9.9987686e-01 1.2308269e-04]
0,[0.8425346  0.21606815],[0.95101136 0.04898866]
0,[0.9694474  0.04042202],[0.99867415 0.00132582]
0,[0.98163176 0.0188851 ],[9.9963999e-01 3.6004937e-04]
0,[0.99496484 0.0029039 ],[9.9998522e-01 1.4738138e-05]
0,[0.981683   0.01532755],[9.9970967e-01 2.9036123e-04]
0,[0.9620374  0.04019959],[0.99835    0.00165001]
0,[0.9566435 0.0812109],[0.99601007 0.00398994]
0,[0.9891605  0.01084769],[9.99879837e-01 1.20161334e-04]
0,[0.92305833 0.07710706],[0.99308395 0.0069161 ]
0,[0.9522758 0.0441779],[0.997689 0.002311]
0,[0.98746246 0.0151825 ],[9.9980432e-01 1.9570233e-04]
0,[0.93361354 0.06849414],[0.99479866 0.00520135]
0,[0.98427933 0.01433177],[9.9976784e-01 2.3217911e-04]
0,[0.96582705 0.01823841],[9.9934310e-01 6.5686746e-04]
0,[0.99816185 0.00307128],[9.999943e-01 5.673349e-06]
0,[0.95859474 0.08698574],[0.99590164 0.00409833]
0,[0.9897203  0.01007795],[9.99894261e-01 1.05728985e-04]
0,[0.98525155 0.01937805],[9.9970430e-01 2.9571823e-04]
0,[0.97903574 0.02044845],[9.9955314e-01 4.4680681e-04]
0,[0.96885943 0.04913   ],[0.99834204 0.00165795]
0,[0.92038286 0.08952694],[0.9915658  0.00843424]
0,[0.9807314  0.01463336],[9.9970824e-01 2.9168773e-04]
0,[0.51270247 0.36894786],[0.64280367 0.35719633]
0,[0.9506885  0.06093234],[0.9966456 0.0033543]
0,[0.98541117 0.00637816],[9.9990499e-01 9.5024574e-05]
0,[0.94207937 0.07370222],[0.99513197 0.00486807]
0,[0.86157954 0.16031012],[0.9702405  0.02975955]
0,[0.14877212 0.67635185],[0.07717808 0.9228219 ]
0,[0.98230743 0.0317671 ],[9.9940944e-01 5.9058709e-04]
0,[0.9966086  0.00212324],[9.9999273e-01 7.2405787e-06]
0,[0.96912205 0.03369215],[0.99889034 0.00110969]
0,[0.5385653 0.5439987],[0.49452943 0.5054706 ]
0,[0.98408335 0.02045261],[9.9966240e-01 3.3759428e-04]
0,[0.9787593  0.01974199],[9.9956316e-01 4.3687128e-04]
0,[0.96695095 0.04758471],[0.99829525 0.00170472]
0,[0.9264021  0.04534823],[0.9962404  0.00375963]
0,[0.90283674 0.1327011 ],[0.98380035 0.01619966]
0,[0.99033314 0.01364314],[9.9986494e-01 1.3499727e-04]
0,[0.9748682  0.02502846],[9.9933857e-01 6.6135341e-04]
0,[0.9544123  0.03575553],[0.99823195 0.00176807]
0,[0.9787894  0.01433952],[9.9968481e-01 3.1516125e-04]
0,[0.9222925  0.09878097],[0.9908495 0.0091505]
0,[0.97891325 0.01766444],[9.9961287e-01 3.8720178e-04]
0,[0.9896746 0.0119181],[9.9987411e-01 1.2582718e-04]
0,[0.9931946  0.00942525],[9.999348e-01 6.519196e-05]
0,[0.89229536 0.11541701],[0.9844951  0.01550496]
0,[0.97563744 0.01760841],[9.9955255e-01 4.4737785e-04]
0,[0.9982566  0.00221505],[9.9999607e-01 3.8770127e-06]
0,[0.95098615 0.05186629],[0.9971885  0.00281149]
0,[0.9442222 0.0599824],[0.9962447  0.00375527]
0,[0.99741447 0.00141065],[9.9999630e-01 3.6618894e-06]
0,[0.9934691 0.0113316],[9.9992466e-01 7.5340329e-05]
0,[0.9965737  0.00175935],[9.999939e-01 6.059438e-06]
0,[0.9778438  0.02148546],[9.995028e-01 4.972640e-04]
0,[0.96767473 0.01680654],[9.9942929e-01 5.7069503e-04]
0,[0.9633495  0.03569315],[0.99859375 0.00140622]
0,[0.9967001  0.00341604],[9.9998868e-01 1.1348349e-05]
0,[0.99737775 0.00339435],[9.9999106e-01 8.9546957e-06]
0,[0.9982091  0.00109296],[9.999981e-01 1.963063e-06]
0,[0.866749   0.09206919],[0.9846496  0.01535042]
0,[0.7856232  0.22068937],[0.9282688  0.07173122]
0,[0.99243504 0.01267727],[9.999021e-01 9.786452e-05]
0,[0.9691822  0.02266288],[9.992632e-01 7.367960e-04]
0,[0.979758   0.01246074],[9.9973935e-01 2.6062189e-04]
0,[0.9937815  0.00397932],[9.9997497e-01 2.4998964e-05]
0,[0.9342295  0.04533005],[0.9966684  0.00333167]
0,[0.8520116 0.1497047],[0.97032666 0.02967331]
0,[0.9943961  0.00685943],[9.9996102e-01 3.8921495e-05]
0,[0.93519765 0.05097553],[0.9962919  0.00370816]
0,[0.98903334 0.01373022],[9.9984562e-01 1.5433968e-04]
0,[0.99317414 0.00697743],[9.9995172e-01 4.8288646e-05]
0,[0.9595238  0.03942257],[0.9982717  0.00172825]
0,[0.97474253 0.02721507],[9.992756e-01 7.243969e-04]
0,[0.98420286 0.01210725],[9.9980336e-01 1.9667335e-04]
0,[0.9792347  0.01736741],[9.9962533e-01 3.7465556e-04]
0,[0.98774546 0.01055444],[9.9986768e-01 1.3232432e-04]
0,[0.9922685  0.00844643],[9.999336e-01 6.636846e-05]
0,[0.97074485 0.02691853],[9.9916708e-01 8.3298737e-04]
0,[0.6273489  0.43548733],[0.68575716 0.31424284]
0,[0.855528   0.16827098],[0.966964   0.03303598]
0,[0.951454   0.04585773],[0.99755377 0.00244625]
0,[0.994789   0.00611242],[9.9996781e-01 3.2214753e-05]
0,[0.8335697  0.10706715],[0.97661954 0.02338048]
0,[0.963281   0.03036566],[0.99880767 0.00119233]
0,[0.9062085  0.10691417],[0.9877615  0.01223854]
0,[0.961922   0.03487916],[0.9985714  0.00142856]
0,[0.9896096  0.01856096],[9.9980146e-01 1.9852558e-04]
0,[0.96871734 0.0565008 ],[0.99806994 0.0019301 ]
0,[0.9867786  0.02034745],[9.997218e-01 2.782118e-04]
0,[0.99252456 0.00848835],[9.9993551e-01 6.4475775e-05]
0,[0.9894225  0.01001129],[9.99891877e-01 1.08097374e-04]
0,[0.9198374  0.10776685],[0.9895836  0.01041647]
0,[0.9955136  0.00576276],[9.9997389e-01 2.6119878e-05]
0,[0.7643572  0.16791609],[0.9414305  0.05856945]
0,[0.8695545  0.09559701],[0.9843908  0.01560925]
0,[0.9159171  0.06800617],[0.993346   0.00665407]
0,[0.98714834 0.00997537],[9.9986887e-01 1.3115980e-04]
0,[0.9787703  0.03019938],[9.9932504e-01 6.7497068e-04]
0,[0.9291512  0.07472612],[0.99387956 0.00612043]
0,[0.9255184  0.09405903],[0.9917139  0.00828612]
0,[0.69923353 0.3946622 ],[0.7809835  0.21901646]
0,[0.45555708 0.5342575 ],[0.42177603 0.578224  ]
0,[0.96681577 0.03212962],[0.9988619 0.0011381]
0,[0.92629343 0.03354594],[0.99724567 0.00275435]
0,[0.9597738  0.05994868],[0.99733436 0.00266569]
0,[0.944717   0.04331569],[0.9973574  0.00264251]
0,[0.946352   0.04850155],[0.9971187  0.00288134]
0,[0.9910778  0.00583874],[9.999471e-01 5.286988e-05]
0,[0.9950453  0.00546514],[9.9997258e-01 2.7361983e-05]
0,[0.9421434  0.06001962],[0.99609417 0.00390581]
0,[0.9769363  0.03954397],[9.990289e-01 9.710546e-04]
0,[0.9948231 0.0042126],[9.9997795e-01 2.2014183e-05]
0,[0.981635   0.01465631],[9.9972183e-01 2.7819988e-04]
0,[0.99041873 0.00679296],[9.9993384e-01 6.6160006e-05]
0,[0.9537308  0.04011532],[0.9979766  0.00202338]
0,[0.98319143 0.01252795],[9.9978322e-01 2.1684737e-04]
0,[0.8999799  0.07040536],[0.99165314 0.00834693]
0,[0.9948053  0.00369141],[9.9998069e-01 1.9347019e-05]
0,[0.7054027  0.24188091],[0.88242054 0.11757948]
0,[0.9708467  0.02995747],[9.9907351e-01 9.2650444e-04]
0,[0.982647   0.01424267],[9.9974495e-01 2.5508596e-04]
0,[0.99473476 0.00541659],[9.9997115e-01 2.8825818e-05]
0,[0.9665558  0.02488468],[9.991178e-01 8.822410e-04]
0,[0.9773845  0.02207814],[9.994779e-01 5.221205e-04]
0,[0.97025216 0.01907644],[9.994041e-01 5.959009e-04]
0,[0.96919894 0.02497856],[9.9918646e-01 8.1349019e-04]
0,[0.998485   0.00172652],[9.9999738e-01 2.6241175e-06]
0,[0.9624299  0.02271069],[9.9909365e-01 9.0633251e-04]
0,[0.9682971  0.03580462],[0.9987857  0.00121433]
0,[0.8924184  0.07728931],[0.9900032  0.00999678]
0,[0.98080724 0.0314413 ],[9.9936515e-01 6.3482113e-04]
0,[0.9403233  0.05759006],[0.9961367  0.00386326]
0,[0.98560184 0.01039497],[9.9984658e-01 1.5342614e-04]
0,[0.990991   0.00937905],[9.9991393e-01 8.6064072e-05]
0,[0.98200166 0.02358364],[9.9955744e-01 4.4248873e-04]
0,[0.97979856 0.02776009],[9.994117e-01 5.883516e-04]
0,[0.9842168 0.0110878],[9.9982029e-01 1.7976882e-04]
0,[0.99517834 0.00738744],[9.999640e-01 3.605735e-05]
0,[0.9967996  0.00289254],[9.999907e-01 9.313993e-06]
0,[0.98767567 0.02180743],[9.997218e-01 2.781033e-04]
0,[0.9735153  0.04832726],[0.9986204  0.00137962]
0,[0.9693693  0.04655013],[0.9984597  0.00154036]
0,[0.93679607 0.13523817],[0.98955894 0.01044103]
0,[0.9377654  0.08451181],[0.9939109  0.00608906]
0,[0.6468349  0.35793903],[0.7666473  0.23335268]
0,[0.9522679  0.03969753],[0.9979322 0.0020678]
0,[0.9868672  0.01389622],[9.9981254e-01 1.8749594e-04]
0,[0.9971757  0.00272248],[9.9999225e-01 7.7319273e-06]
0,[0.9807521  0.01896567],[9.9962068e-01 3.7926665e-04]
0,[0.9820156  0.01363596],[9.9974686e-01 2.5311339e-04]
0,[0.9334424  0.15370093],[0.98721576 0.01278423]
0,[0.9744815  0.02534691],[9.9931943e-01 6.8054936e-04]
0,[0.99877435 0.00124234],[9.9999845e-01 1.5264259e-06]
0,[0.96857977 0.02523198],[9.991610e-01 8.389949e-04]
0,[0.75439185 0.19177283],[0.92828953 0.07171052]
0,[0.995233   0.00922567],[9.9995542e-01 4.4599037e-05]
0,[0.97115505 0.02910963],[9.991103e-01 8.897353e-04]
0,[0.9505087  0.05362433],[0.9970584  0.00294166]
0,[0.97761965 0.03047779],[9.9928087e-01 7.1913365e-04]
0,[0.7131145  0.24561016],[0.88419014 0.11580988]
0,[0.9829081  0.01133737],[9.9980062e-01 1.9936686e-04]
0,[0.97454756 0.01090766],[9.9971205e-01 2.8793668e-04]
0,[0.9942321  0.00485853],[9.9997163e-01 2.8322473e-05]
0,[0.9375877  0.05582515],[0.9960796 0.0039204]
0,[0.97325957 0.04730966],[0.9986375  0.00136253]
0,[0.8862143  0.10020599],[0.9859028  0.01409721]
0,[0.98883015 0.00936153],[9.9989331e-01 1.0673571e-04]
0,[0.98619425 0.01326395],[9.9981183e-01 1.8814277e-04]
0,[0.07307034 0.95090467],[0.00405354 0.99594647]
0,[0.9894833  0.00959836],[9.9989700e-01 1.0299403e-04]
0,[0.9864603 0.0203879],[9.9971443e-01 2.8557811e-04]
0,[0.9946567  0.00464686],[9.9997497e-01 2.5079200e-05]
0,[0.95940965 0.04721172],[0.997908   0.00209201]
0,[0.9630495 0.0422789],[0.99830914 0.00169091]
0,[0.87461066 0.22592525],[0.95983714 0.04016292]
0,[0.99060625 0.00704938],[9.9993265e-01 6.7318411e-05]
0,[0.9513697  0.03951145],[0.9979017  0.00209834]
0,[0.9408053  0.05889799],[0.9960777  0.00392229]
0,[0.9754344  0.01366255],[9.9965131e-01 3.4872594e-04]
0,[0.9910288  0.01313099],[9.99879599e-01 1.20433666e-04]
0,[0.76424426 0.28502128],[0.8904923  0.10950767]
0,[0.9806834  0.01540088],[9.9969196e-01 3.0800223e-04]
0,[0.95708936 0.08792735],[0.9956964  0.00430362]
0,[0.9335919  0.05229193],[0.9960905  0.00390951]
0,[0.97987926 0.01272468],[9.997354e-01 2.645845e-04]
0,[0.9962746  0.00341692],[9.9998713e-01 1.2820907e-05]
0,[0.9925444  0.00921018],[9.9993014e-01 6.9821479e-05]
0,[0.98333126 0.01463732],[9.997483e-01 2.517452e-04]
0,[0.9646499  0.05595989],[0.9978325  0.00216753]
0,[0.9636869  0.05739529],[0.9977108  0.00228917]
0,[0.8854894  0.08439194],[0.988221   0.01177898]
0,[0.99174845 0.00380183],[9.9996829e-01 3.1751882e-05]
0,[0.996608   0.00533724],[9.9998176e-01 1.8262655e-05]
0,[0.9966319  0.00331097],[9.9998879e-01 1.1226519e-05]
0,[0.9966364  0.00301707],[9.9998975e-01 1.0213305e-05]
0,[0.9274354  0.06439821],[0.99464333 0.00535662]
0,[0.9629774  0.01348633],[9.994747e-01 5.253064e-04]
0,[0.98129773 0.01573972],[9.9969530e-01 3.0468355e-04]
0,[0.979404   0.03171299],[9.9931169e-01 6.8826554e-04]
0,[0.9892342  0.01203761],[9.9986744e-01 1.3258311e-04]
0,[0.87130237 0.1856647 ],[0.96742064 0.0325794 ]
0,[0.9638751  0.01447326],[9.994499e-01 5.501033e-04]
0,[0.92942446 0.09497881],[0.992094   0.00790607]
0,[0.99633586 0.00409137],[9.9998486e-01 1.5108127e-05]
0,[0.9256093  0.06862098],[0.9941135 0.0058865]
0,[0.9713897 0.0167307],[9.9949908e-01 5.0090224e-04]
0,[0.98869306 0.00825755],[9.9990475e-01 9.5212505e-05]
0,[0.99081916 0.00523718],[9.9995124e-01 4.8780221e-05]
0,[0.97853    0.01374833],[9.9969423e-01 3.0576374e-04]
0,[0.98691374 0.03526348],[9.9951553e-01 4.8444231e-04]
0,[0.99374723 0.00649376],[9.999589e-01 4.112481e-05]
0,[0.94669014 0.08689082],[0.99467    0.00533003]
0,[0.99319625 0.00302213],[9.9997926e-01 2.0765119e-05]
0,[0.99396414 0.00584229],[9.9996436e-01 3.5684418e-05]
0,[0.93240947 0.07324691],[0.99430335 0.0056967 ]
0,[0.8408272  0.27068463],[0.93435204 0.06564791]
0,[0.99849844 0.00274431],[9.9999583e-01 4.1382823e-06]
0,[0.60435724 0.33336973],[0.7533644  0.24663559]
0,[0.9729329  0.01922948],[9.9945480e-01 5.4515863e-04]
0,[0.99228776 0.00518539],[9.9995947e-01 4.0510658e-05]
0,[0.97345394 0.03710421],[0.9989503  0.00104972]
0,[0.98589075 0.01074163],[9.9984455e-01 1.5537017e-04]
0,[0.9738854  0.01302115],[9.9964631e-01 3.5364064e-04]
0,[0.9921801  0.00921199],[9.9992669e-01 7.3274474e-05]
0,[0.99732167 0.00217584],[9.9999416e-01 5.8561423e-06]
0,[0.92295736 0.1335299 ],[0.9872994  0.01270057]
0,[0.92159456 0.09879044],[0.9907602  0.00923983]
0,[0.9792311  0.01460005],[9.996859e-01 3.141476e-04]
0,[0.9860664  0.00818676],[9.9988341e-01 1.1662427e-04]
0,[0.95976126 0.03197732],[0.99861693 0.00138305]
0,[0.9754783  0.01972883],[9.994943e-01 5.056717e-04]
0,[0.9952193  0.00853246],[9.9995863e-01 4.1337997e-05]
0,[0.9187222  0.06456579],[0.9939308  0.00606922]
0,[0.94141304 0.06511665],[0.995684   0.00431596]
0,[0.9848911  0.01572202],[9.9975497e-01 2.4497861e-04]
0,[0.9911299  0.00542144],[9.9995124e-01 4.8781152e-05]
0,[0.9910268  0.01198181],[9.9989021e-01 1.0979256e-04]
0,[0.9950139  0.00503214],[9.999746e-01 2.534340e-05]
0,[0.99025154 0.00787415],[9.999219e-01 7.812601e-05]
0,[0.87607217 0.10206824],[0.9841748  0.01582518]
0,[0.6502932  0.33721066],[0.7851742  0.21482585]
0,[0.9946175  0.00576323],[9.9996865e-01 3.1368570e-05]
0,[0.98385817 0.02325958],[9.9960953e-01 3.9054602e-04]
0,[0.8692995 0.1811179],[0.967816   0.03218405]
0,[0.8614324  0.13363262],[0.9757893  0.02421068]
0,[0.97434753 0.02532009],[9.993166e-01 6.834737e-04]
0,[0.6860743 0.388112 ],[0.7750562  0.22494382]
0,[0.9990345  0.00165549],[9.9999845e-01 1.6026673e-06]
0,[0.99357855 0.00797967],[9.999480e-01 5.198383e-05]
0,[0.9967212  0.00270571],[9.9999106e-01 8.9247196e-06]
0,[0.9720863  0.02874839],[9.9915075e-01 8.4923021e-04]
0,[0.935334   0.05916734],[0.9956709  0.00432907]
0,[0.9594652  0.06111932],[0.9972574  0.00274267]
0,[0.9170746  0.07022464],[0.9932167  0.00678326]
0,[0.9850788  0.02080475],[9.9967825e-01 3.2172655e-04]
0,[0.79875195 0.12488399],[0.9652927  0.03470723]
0,[0.9838231  0.01437359],[9.9976021e-01 2.3973233e-04]
0,[0.91280097 0.11078283],[0.98823845 0.01176149]
0,[0.97244793 0.02475711],[9.9928135e-01 7.1872608e-04]
0,[0.9167506  0.14749746],[0.98453146 0.01546851]
0,[0.5054231 0.504625 ],[0.50079817 0.49920183]
0,[0.9939506  0.00966416],[9.9994063e-01 5.9388876e-05]
